#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Final Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3933, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3127 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8947 million (based on MAC)
#                       Freestream Temp: 265.8 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "5"
                                              
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_XXmm_SINGLE_LAYER"
 6.059751287E-02 9.142364860E-01 3.098555654E-02
 6.057971343E-02 9.142364860E-01 3.098413907E-02
 5.906055123E-02 9.142364860E-01 3.085649759E-02
 5.904296413E-02 9.142364860E-01 3.085502051E-02
 5.754324421E-02 9.142364860E-01 3.072205745E-02
 5.752588436E-02 9.142364860E-01 3.072051890E-02
 5.604364350E-02 9.142364860E-01 3.058237396E-02
 5.602648482E-02 9.142364860E-01 3.058077395E-02
 5.456277356E-02 9.142364860E-01 3.043835610E-02
 5.454583094E-02 9.142364860E-01 3.043670766E-02
 5.310050771E-02 9.142364860E-01 3.028804995E-02
 5.308377743E-02 9.142364860E-01 3.028632887E-02
 5.165797472E-02 9.142364860E-01 3.013333306E-02
 5.164146796E-02 9.142364860E-01 3.013156168E-02
 5.023320764E-02 9.142364860E-01 2.997436561E-02
 5.021690577E-02 9.142364860E-01 2.997254580E-02
 4.882907495E-02 9.142364860E-01 2.980995737E-02
 4.881301150E-02 9.142364860E-01 2.980807610E-02
 4.744265974E-02 9.142364860E-01 2.964030206E-02
 4.742679745E-02 9.142364860E-01 2.963835932E-02
 4.607589170E-02 9.142364860E-01 2.946526371E-02
 4.606025293E-02 9.142364860E-01 2.946325950E-02
 4.472787678E-02 9.142364860E-01 2.928589284E-02
 4.471245408E-02 9.142364860E-01 2.928384021E-02
 4.339959845E-02 9.142364860E-01 2.910213545E-02
 4.338439927E-02 9.142364860E-01 2.910003252E-02
 4.209000245E-02 9.142364860E-01 2.891307324E-02
 4.207501933E-02 9.142364860E-01 2.891090885E-02
 4.080013558E-02 9.142364860E-01 2.871961519E-02
 4.078537598E-02 9.142364860E-01 2.871740051E-02
 3.952994198E-02 9.142364860E-01 2.852077968E-02
 3.951540962E-02 9.142364860E-01 2.851850353E-02
 3.827948868E-02 9.142364860E-01 2.831754461E-02
 3.826518357E-02 9.142364860E-01 2.831521817E-02
 3.704779223E-02 9.142364860E-01 2.810999192E-02
 3.703369945E-02 9.142364860E-01 2.810761705E-02
 3.583582863E-02 9.142364860E-01 2.789805271E-02
 3.582196310E-02 9.142364860E-01 2.789562754E-02
 3.464353830E-02 9.142364860E-01 2.768074162E-02
 3.462989628E-02 9.142364860E-01 2.767825499E-02
 3.347006440E-02 9.142364860E-01 2.746009454E-02
 3.345663846E-02 9.142364860E-01 2.745756879E-02
 3.231723979E-02 9.142364860E-01 2.723404579E-02
 3.230404854E-02 9.142364860E-01 2.723145857E-02
 3.118412942E-02 9.142364860E-01 2.700375021E-02
 3.117116541E-02 9.142364860E-01 2.700111456E-02
 3.007062338E-02 9.142364860E-01 2.676971070E-02
 3.005788289E-02 9.142364860E-01 2.676703222E-02
 2.897631377E-02 9.142364860E-01 2.653368004E-02
 2.896379307E-02 9.142364860E-01 2.653097920E-02
 2.790010534E-02 9.142364860E-01 2.630142495E-02
 2.788779140E-02 9.142364860E-01 2.629876696E-02
 2.683983743E-02 9.142364860E-01 2.607855015E-02
 2.682770602E-02 9.142364860E-01 2.607600018E-02
 2.579510212E-02 9.142364860E-01 2.587046102E-02
 2.578314953E-02 9.142364860E-01 2.586808242E-02
 2.476418018E-02 9.142364860E-01 2.567551658E-02
 2.475238405E-02 9.142364860E-01 2.567328699E-02
 2.375071496E-02 9.142364860E-01 2.548341639E-02
 2.373911999E-02 9.142364860E-01 2.548121847E-02
 2.275789902E-02 9.142364860E-01 2.528273314E-02
 2.274654061E-02 9.142364860E-01 2.528043464E-02
 2.178321034E-02 9.142364860E-01 2.507562004E-02
 2.177205868E-02 9.142364860E-01 2.507324889E-02
 2.082722820E-02 9.142364860E-01 2.486859448E-02
 2.081629075E-02 9.142364860E-01 2.486622520E-02
 1.988736168E-02 9.142364860E-01 2.466328070E-02
 1.987660863E-02 9.142364860E-01 2.466093190E-02
 1.896522194E-02 9.142364860E-01 2.445444278E-02
 1.895467192E-02 9.142364860E-01 2.445205301E-02
 1.806207746E-02 9.142364860E-01 2.424358949E-02
 1.805174537E-02 9.142364860E-01 2.424117550E-02
 1.717594080E-02 9.142364860E-01 2.403029613E-02
 1.716580242E-02 9.142364860E-01 2.402785420E-02
 1.630739868E-02 9.142364860E-01 2.381468564E-02
 1.629746147E-02 9.142364860E-01 2.381221764E-02
 1.545528416E-02 9.142364860E-01 2.359769866E-02
 1.544553507E-02 9.142364860E-01 2.359521575E-02
 1.462039072E-02 9.142364860E-01 2.337722853E-02
 1.461083908E-02 9.142364860E-01 2.337470464E-02
 1.380396727E-02 9.142364860E-01 2.315343544E-02
 1.379462704E-02 9.142364860E-01 2.315087430E-02
 1.300367806E-02 9.142364860E-01 2.292464860E-02
 1.299452223E-02 9.142364860E-01 2.292202972E-02
 1.222075243E-02 9.142364860E-01 2.269283123E-02
 1.221179496E-02 9.142364860E-01 2.269017883E-02
 1.145061199E-02 9.142364860E-01 2.246791497E-02
 1.144180074E-02 9.142364860E-01 2.246534266E-02
 1.069065090E-02 9.142364860E-01 2.224620804E-02
 1.068195608E-02 9.142364860E-01 2.224367112E-02
 9.949405678E-03 9.142364860E-01 2.201689035E-02
 9.940925986E-03 9.142364860E-01 2.201426588E-02
 9.223850444E-03 9.142364860E-01 2.178321779E-02
 9.215549566E-03 9.142364860E-01 2.178054303E-02
 8.510117419E-03 9.142364860E-01 2.154730633E-02
 8.501951583E-03 9.142364860E-01 2.154460736E-02
 7.806829643E-03 9.142364860E-01 2.131773718E-02
 7.798783015E-03 9.142364860E-01 2.131511085E-02
 7.100045215E-03 9.142364860E-01 2.110818401E-02
 7.091956679E-03 9.142364860E-01 2.110578865E-02
 6.368501112E-03 9.142364860E-01 2.095234953E-02
 6.360126659E-03 9.142364860E-01 2.095057257E-02
 5.583146121E-03 9.142364860E-01 2.088427544E-02
 5.574151874E-03 9.142364860E-01 2.088350803E-02
 4.723694175E-03 9.142364860E-01 2.091769315E-02
 4.713849630E-03 9.142364860E-01 2.091808803E-02
 3.744179849E-03 9.142364860E-01 2.110105939E-02
 3.732955083E-03 9.142364860E-01 2.110317722E-02
 2.390061039E-03 9.142364860E-01 2.173532546E-02
 2.374515869E-03 9.142364860E-01 2.174264379E-02
 -1.865896629E-04 9.142364860E-01 2.379316837E-02
 -2.162366436E-04 9.142364860E-01 2.381690405E-02
 -5.605605897E-03 9.142364860E-01 2.896256931E-02
 -5.667992402E-03 9.142364860E-01 2.902213484E-02
 -1.343424246E-02 9.142364860E-01 3.618676960E-02
 -1.352414303E-02 9.142364860E-01 3.626970574E-02
 -1.874075830E-02 9.142364860E-01 3.975829482E-02
 -1.880114526E-02 9.142364860E-01 3.979867697E-02
 -1.973596215E-02 9.142364860E-01 3.851700947E-02
 -1.974678412E-02 9.142364860E-01 3.850217164E-02
 -1.969987340E-02 9.142364860E-01 3.628536314E-02
 -1.969932951E-02 9.142364860E-01 3.625970334E-02
 -1.963753439E-02 9.142364860E-01 3.411676735E-02
 -1.963681914E-02 9.142364860E-01 3.409196064E-02
 -1.958027110E-02 9.142364860E-01 3.206853196E-02
 -1.957961731E-02 9.142364860E-01 3.204510733E-02
 -1.925084740E-02 9.142364860E-01 2.988050878E-02
 -1.924704202E-02 9.142364860E-01 2.985545248E-02
 -1.842246763E-02 9.142364860E-01 2.746614069E-02
 -1.841292158E-02 9.142364860E-01 2.743848227E-02
 -1.735236309E-02 9.142364860E-01 2.507769689E-02
 -1.734008640E-02 9.142364860E-01 2.505036816E-02
 -1.638234779E-02 9.142364860E-01 2.290091477E-02
 -1.637126133E-02 9.142364860E-01 2.287603356E-02
 -1.560259145E-02 9.142364860E-01 2.097305842E-02
 -1.559369359E-02 9.142364860E-01 2.095103078E-02
 -1.468884572E-02 9.142364860E-01 1.914974861E-02
 -1.467837114E-02 9.142364860E-01 1.912889816E-02
 -1.356448419E-02 9.142364860E-01 1.738627441E-02
 -1.355159003E-02 9.142364860E-01 1.736610197E-02
 -1.256448030E-02 9.142364860E-01 1.580199972E-02
 -1.255305391E-02 9.142364860E-01 1.578389481E-02
 -1.151104830E-02 9.142364860E-01 1.434125286E-02
 -1.149898581E-02 9.142364860E-01 1.432455331E-02
 -1.030195039E-02 9.142364860E-01 1.300947368E-02
 -1.028809324E-02 9.142364860E-01 1.299425028E-02
 -9.270718321E-03 9.142364860E-01 1.183241047E-02
 -9.258941747E-03 9.142364860E-01 1.181896124E-02
 -8.278418332E-03 9.142364860E-01 1.078279316E-02
 -8.267068304E-03 9.142364860E-01 1.077079866E-02
 -7.233602460E-03 9.142364860E-01 9.850863367E-03
 -7.221639156E-03 9.142364860E-01 9.840214625E-03
 -6.415488664E-03 9.142364860E-01 9.033784270E-03
 -6.406156812E-03 9.142364860E-01 9.024449624E-03
 -5.752832163E-03 9.142364860E-01 8.289180696E-03
 -5.745269358E-03 9.142364860E-01 8.280669339E-03
 -5.084333010E-03 9.142364860E-01 7.610635366E-03
 -5.076682195E-03 9.142364860E-01 7.602879312E-03
 -4.387328401E-03 9.142364860E-01 7.007471751E-03
 -4.379348364E-03 9.142364860E-01 7.000579499E-03
 -3.681487404E-03 9.142364860E-01 6.457983050E-03
 -3.673409112E-03 9.142364860E-01 6.451702211E-03
 -3.098531626E-03 9.142364860E-01 5.940135568E-03
 -3.091876861E-03 9.142364860E-01 5.934213754E-03
 -2.570333425E-03 9.142364860E-01 5.455854814E-03
 -2.564296126E-03 9.142364860E-01 5.450317170E-03
 -2.034524688E-03 9.142364860E-01 5.008449778E-03
 -2.028392162E-03 9.142364860E-01 5.003334954E-03
 -1.559419907E-03 9.142364860E-01 4.566796590E-03
 -1.553991111E-03 9.142364860E-01 4.561743233E-03
 -1.098093810E-03 9.142364860E-01 4.144404549E-03
 -1.092816470E-03 9.142364860E-01 4.139573313E-03
 -6.055430276E-04 9.142364860E-01 3.758157603E-03
 -5.999024143E-04 9.142364860E-01 3.753742436E-03
 -1.418711181E-04 9.142364860E-01 3.374430351E-03
 -1.365690259E-04 9.142364860E-01 3.370039398E-03
 2.602244494E-04 9.142364860E-01 2.967773704E-03
 2.648176742E-04 9.142364860E-01 2.963117091E-03
 6.220483920E-04 9.142364860E-01 2.540421905E-03
 6.261836388E-04 9.142364860E-01 2.535528736E-03
 9.469200741E-04 9.142364860E-01 2.081839135E-03
 9.506328497E-04 9.142364860E-01 2.076587407E-03
 1.220982056E-03 9.142364860E-01 1.574728056E-03
 1.224111533E-03 9.142364860E-01 1.568918582E-03
 1.478342339E-03 9.142364860E-01 1.036454574E-03
 1.481285319E-03 9.142364860E-01 1.030290849E-03
 1.758486964E-03 9.142364860E-01 4.908724222E-04
 1.761695836E-03 9.142364860E-01 4.846281954E-04
 2.065044595E-03 9.142364860E-01 -5.268520908E-05
 2.068556147E-03 9.142364860E-01 -5.890506873E-05
 2.397250151E-03 9.142364860E-01 -5.980449496E-04
 2.401055070E-03 9.142364860E-01 -6.042859750E-04
 2.755606780E-03 9.142364860E-01 -1.147231087E-03
 2.759711118E-03 9.142364860E-01 -1.153516117E-03
 3.136432497E-03 9.142364860E-01 -1.696788706E-03
 3.140793415E-03 9.142364860E-01 -1.703077578E-03
 3.538991790E-03 9.142364860E-01 -2.248574048E-03
 3.543601371E-03 9.142364860E-01 -2.254888648E-03
 3.965604585E-03 9.142364860E-01 -2.803546144E-03
 3.970489837E-03 9.142364860E-01 -2.809897298E-03
 4.415027797E-03 9.142364860E-01 -3.360579256E-03
 4.420173820E-03 9.142364860E-01 -3.366953926E-03
 4.886177834E-03 9.142364860E-01 -3.920752089E-03
 4.891572054E-03 9.142364860E-01 -3.927162848E-03
 5.376225803E-03 9.142364860E-01 -4.488776904E-03
 5.381836090E-03 9.142364860E-01 -4.495278001E-03
 5.876651034E-03 9.142364860E-01 -5.072218366E-03
 5.882379133E-03 9.142364860E-01 -5.078896880E-03
 6.390827708E-03 9.142364860E-01 -5.675778259E-03
 6.396713201E-03 9.142364860E-01 -5.682687741E-03
 6.932261866E-03 9.142364860E-01 -6.271326449E-03
 6.938461214E-03 9.142364860E-01 -6.278140470E-03
 7.511158008E-03 9.142364860E-01 -6.848595105E-03
 7.517787628E-03 9.142364860E-01 -6.855198648E-03
 8.114098571E-03 9.142364860E-01 -7.430123631E-03
 8.121001534E-03 9.142364860E-01 -7.436778862E-03
 8.725691587E-03 9.142364860E-01 -8.025001734E-03
 8.732691407E-03 9.142364860E-01 -8.031810634E-03
 9.366415441E-03 9.142364860E-01 -8.618247695E-03
 9.373751469E-03 9.142364860E-01 -8.625036106E-03
 1.003893837E-02 9.142364860E-01 -9.198414162E-03
 1.004663855E-02 9.142364860E-01 -9.205051698E-03
 1.072773337E-02 9.142364860E-01 -9.780867957E-03
 1.073561795E-02 9.142364860E-01 -9.787533432E-03
 1.144541986E-02 9.142364860E-01 -1.035967842E-02
 1.145363599E-02 9.142364860E-01 -1.036630105E-02
 1.219091006E-02 9.142364860E-01 -1.092542615E-02
 1.219944470E-02 9.142364860E-01 -1.093189884E-02
 1.295387559E-02 9.142364860E-01 -1.149803493E-02
 1.296260860E-02 9.142364860E-01 -1.150458865E-02
 1.373751648E-02 9.142364860E-01 -1.207313873E-02
 1.374648698E-02 9.142364860E-01 -1.207972039E-02
 1.454276685E-02 9.142364860E-01 -1.264112256E-02
 1.455198415E-02 9.142364860E-01 -1.264762133E-02
 1.537777204E-02 9.142364860E-01 -1.320760883E-02
 1.538733114E-02 9.142364860E-01 -1.321409084E-02
 1.623220555E-02 9.142364860E-01 -1.376674417E-02
 1.624198630E-02 9.142364860E-01 -1.377314143E-02
 1.710697636E-02 9.142364860E-01 -1.432711352E-02
 1.711698994E-02 9.142364860E-01 -1.433352660E-02
 1.800652966E-02 9.142364860E-01 -1.488866843E-02
 1.801682636E-02 9.142364860E-01 -1.489509456E-02
 1.892252266E-02 9.142364860E-01 -1.544780843E-02
 1.893300749E-02 9.142364860E-01 -1.545420662E-02
 1.987041160E-02 9.142364860E-01 -1.599390805E-02
 1.988126338E-02 9.142364860E-01 -1.600015536E-02
 2.083921060E-02 9.142364860E-01 -1.652781665E-02
 2.085029893E-02 9.142364860E-01 -1.653392427E-02
 2.182889171E-02 9.142364860E-01 -1.705686189E-02
 2.184022032E-02 9.142364860E-01 -1.706291549E-02
 2.285076492E-02 9.142364860E-01 -1.757497154E-02
 2.286246233E-02 9.142364860E-01 -1.758089848E-02
 2.389025502E-02 9.142364860E-01 -1.808702201E-02
 2.390215173E-02 9.142364860E-01 -1.809288003E-02
 2.494485676E-02 9.142364860E-01 -1.860323735E-02
 2.495692670E-02 9.142364860E-01 -1.860914566E-02
 2.602426521E-02 9.142364860E-01 -1.911367103E-02
 2.603662014E-02 9.142364860E-01 -1.911951043E-02
 2.712758817E-02 9.142364860E-01 -1.961184479E-02
 2.714021690E-02 9.142364860E-01 -1.961754449E-02
 2.825479396E-02 9.142364860E-01 -2.010834776E-02
 2.826769650E-02 9.142364860E-01 -2.011402883E-02
 2.939790860E-02 9.142364860E-01 -2.060638741E-02
 2.941099182E-02 9.142364860E-01 -2.061208710E-02
 3.055943735E-02 9.142364860E-01 -2.110265568E-02
 3.057273105E-02 9.142364860E-01 -2.110833488E-02
 3.174614534E-02 9.142364860E-01 -2.159282751E-02
 3.175972775E-02 9.142364860E-01 -2.159843594E-02
 3.295109421E-02 9.142364860E-01 -2.207498997E-02
 3.296488523E-02 9.142364860E-01 -2.208050713E-02
 3.417716175E-02 9.142364860E-01 -2.254828438E-02
 3.419119492E-02 9.142364860E-01 -2.255369909E-02
 3.542979062E-02 9.142364860E-01 -2.301018871E-02
 3.544412926E-02 9.142364860E-01 -2.301547304E-02
 3.670532256E-02 9.142364860E-01 -2.345917374E-02
 3.671992198E-02 9.142364860E-01 -2.346430905E-02
 3.799990565E-02 9.142364860E-01 -2.390614711E-02
 3.801472113E-02 9.142364860E-01 -2.391126193E-02
 3.931129724E-02 9.142364860E-01 -2.435744181E-02
 3.932630643E-02 9.142364860E-01 -2.436260693E-02
 4.063942656E-02 9.142364860E-01 -2.480733022E-02
 4.065462574E-02 9.142364860E-01 -2.481247857E-02
 4.199085012E-02 9.142364860E-01 -2.524965256E-02
 4.200631753E-02 9.142364860E-01 -2.525471337E-02
 4.336575791E-02 9.142364860E-01 -2.568487078E-02
 4.338149354E-02 9.142364860E-01 -2.568984963E-02
 4.476044327E-02 9.142364860E-01 -2.611177601E-02
 4.477640614E-02 9.142364860E-01 -2.611665986E-02
 4.618003964E-02 9.142364860E-01 -2.650835551E-02
 4.619628936E-02 9.142364860E-01 -2.651288919E-02
 4.763733223E-02 9.142364860E-01 -2.680807374E-02
 4.765401408E-02 9.142364860E-01 -2.681149170E-02
 4.919538647E-02 9.142364860E-01 -2.679431438E-02
 4.921323061E-02 9.142364860E-01 -2.679411508E-02
 5.095757917E-02 9.142364860E-01 -2.598199248E-02
 5.097777024E-02 9.142364860E-01 -2.597259171E-02
 5.298043787E-02 9.142364860E-01 -2.407597378E-02
 5.300362036E-02 9.142364860E-01 -2.405401878E-02
 5.496888608E-02 9.142364860E-01 -2.231011540E-02
 5.499163643E-02 9.142364860E-01 -2.228992805E-02
 5.663943291E-02 9.142364860E-01 -2.195483074E-02
 5.665850639E-02 9.142364860E-01 -2.195095085E-02
 5.819408968E-02 9.142364860E-01 -2.217919379E-02
 5.821186677E-02 9.142364860E-01 -2.218183503E-02
 5.976000428E-02 9.142364860E-01 -2.243197337E-02
 5.977792665E-02 9.142364860E-01 -2.243486978E-02
 6.134229526E-02 9.142364860E-01 -2.268676646E-02
 6.136040390E-02 9.142364860E-01 -2.268968150E-02
 6.294036657E-02 9.142364860E-01 -2.295191213E-02
 6.295865774E-02 9.142364860E-01 -2.295494825E-02
 6.455235183E-02 9.142364860E-01 -2.323709987E-02
 6.457079947E-02 9.142364860E-01 -2.324036695E-02
 6.617970020E-02 9.142364860E-01 -2.353178337E-02
 6.619832665E-02 9.142364860E-01 -2.353515662E-02
 6.782548130E-02 9.142364860E-01 -2.382612973E-02
 6.784431636E-02 9.142364860E-01 -2.382949740E-02
 6.948941201E-02 9.142364860E-01 -2.411806211E-02
 6.950845569E-02 9.142364860E-01 -2.412140183E-02
 7.117227465E-02 9.142364860E-01 -2.440666221E-02
 7.119153440E-02 9.142364860E-01 -2.440996468E-02
 7.287254184E-02 9.142364860E-01 -2.469376847E-02
 7.289200276E-02 9.142364860E-01 -2.469705418E-02
 7.459045947E-02 9.142364860E-01 -2.497993782E-02
 7.461012155E-02 9.142364860E-01 -2.498321235E-02
 7.632634044E-02 9.142364860E-01 -2.526373602E-02
 7.634620368E-02 9.142364860E-01 -2.526698261E-02
 7.808181643E-02 9.142364860E-01 -2.554255351E-02
 7.810191065E-02 9.142364860E-01 -2.554574423E-02
 7.985483110E-02 9.142364860E-01 -2.581617422E-02
 7.987511903E-02 9.142364860E-01 -2.581930533E-02
 8.164629340E-02 9.142364860E-01 -2.608817071E-02
 8.166679740E-02 9.142364860E-01 -2.609128319E-02
 8.345425129E-02 9.142364860E-01 -2.635923587E-02
 8.347494155E-02 9.142364860E-01 -2.636233717E-02
 8.528035134E-02 9.142364860E-01 -2.662811987E-02
 8.530125022E-02 9.142364860E-01 -2.663119696E-02
 8.712453395E-02 9.142364860E-01 -2.689339779E-02
 8.714564145E-02 9.142364860E-01 -2.689643390E-02
 8.898667246E-02 9.142364860E-01 -2.715642005E-02
 8.900798112E-02 9.142364860E-01 -2.715943009E-02
 9.086585045E-02 9.142364860E-01 -2.741616219E-02
 9.088736027E-02 9.142364860E-01 -2.741913497E-02
 9.276302904E-02 9.142364860E-01 -2.767351270E-02
 9.278474003E-02 9.142364860E-01 -2.767645754E-02
 9.467729926E-02 9.142364860E-01 -2.792742476E-02
 9.469920397E-02 9.142364860E-01 -2.793033049E-02
 9.660962224E-02 9.142364860E-01 -2.817859501E-02
 9.663173556E-02 9.142364860E-01 -2.818146907E-02
 9.855928272E-02 9.142364860E-01 -2.842558548E-02
 9.858159721E-02 9.142364860E-01 -2.842841111E-02
 1.005261391E-01 9.142364860E-01 -2.866843529E-02
 1.005486473E-01 9.142364860E-01 -2.867121436E-02
 1.025099084E-01 9.142364860E-01 -2.890815213E-02
 1.025326103E-01 9.142364860E-01 -2.891089581E-02
 1.045104638E-01 9.142364860E-01 -2.914742753E-02
 1.045333594E-01 9.142364860E-01 -2.915016562E-02
 1.065289900E-01 9.142364860E-01 -2.938448079E-02
 1.065520942E-01 9.142364860E-01 -2.938719280E-02
 1.085637659E-01 9.142364860E-01 -2.961768769E-02
 1.085870564E-01 9.142364860E-01 -2.962035500E-02
 1.106159389E-01 9.142364860E-01 -2.984629013E-02
 1.106394231E-01 9.142364860E-01 -2.984890528E-02
 1.126852408E-01 9.142364860E-01 -3.007130511E-02
 1.127089262E-01 9.142364860E-01 -3.007387929E-02
 1.147706211E-01 9.142364860E-01 -3.029349633E-02
 1.147944853E-01 9.142364860E-01 -3.029603884E-02
 1.168730259E-01 9.142364860E-01 -3.051243536E-02
 1.168970838E-01 9.142364860E-01 -3.051494062E-02
 1.189927906E-01 9.142364860E-01 -3.072726354E-02
 1.190170497E-01 9.142364860E-01 -3.072972223E-02
 1.211289018E-01 9.142364860E-01 -3.093649074E-02
 1.211533472E-01 9.142364860E-01 -3.093888424E-02
 1.232809052E-01 9.142364860E-01 -3.114426509E-02
 1.233055368E-01 9.142364860E-01 -3.114664182E-02
 1.254490465E-01 9.142364860E-01 -3.134908155E-02
 1.254738569E-01 9.142364860E-01 -3.135142475E-02
 1.276343912E-01 9.142364860E-01 -3.155092895E-02
 1.276593953E-01 9.142364860E-01 -3.155323863E-02
 1.298350841E-01 9.142364860E-01 -3.174781799E-02
 1.298602670E-01 9.142364860E-01 -3.175007179E-02
 1.320528090E-01 9.142364860E-01 -3.194146976E-02
 1.320781857E-01 9.142364860E-01 -3.194368631E-02
 1.342866272E-01 9.142364860E-01 -3.213282302E-02
 1.343121976E-01 9.142364860E-01 -3.213501349E-02
 1.365357637E-01 9.142364860E-01 -3.232027218E-02
 1.365614980E-01 9.142364860E-01 -3.232241794E-02
 1.388010830E-01 9.142364860E-01 -3.250377625E-02
 1.388270110E-01 9.142364860E-01 -3.250587732E-02
 1.410816461E-01 9.142364860E-01 -3.268343955E-02
 1.411077529E-01 9.142364860E-01 -3.268549591E-02
 1.433793902E-01 9.142364860E-01 -3.285948187E-02
 1.434056908E-01 9.142364860E-01 -3.286149725E-02
 1.456913799E-01 9.142364860E-01 -3.303187713E-02
 1.457178444E-01 9.142364860E-01 -3.303384781E-02
 1.480195522E-01 9.142364860E-01 -3.320094943E-02
 1.480461955E-01 9.142364860E-01 -3.320288286E-02
 1.503628939E-01 9.142364860E-01 -3.336665034E-02
 1.503897160E-01 9.142364860E-01 -3.336854652E-02
 1.527214050E-01 9.142364860E-01 -3.352954984E-02
 1.527483910E-01 9.142364860E-01 -3.353141248E-02
 1.550962031E-01 9.142364860E-01 -3.368828073E-02
 1.551233828E-01 9.142364860E-01 -3.369009495E-02
 1.574853063E-01 9.142364860E-01 -3.384215012E-02
 1.575126499E-01 9.142364860E-01 -3.384390846E-02
 1.598895490E-01 9.142364860E-01 -3.399366513E-02
 1.599170566E-01 9.142364860E-01 -3.399539739E-02
 1.623090208E-01 9.142364860E-01 -3.414156660E-02
 1.623367071E-01 9.142364860E-01 -3.414325789E-02
 1.647437215E-01 9.142364860E-01 -3.428583220E-02
 1.647715867E-01 9.142364860E-01 -3.428748250E-02
 1.671926230E-01 9.142364860E-01 -3.442736715E-02
 1.672206521E-01 9.142364860E-01 -3.442898765E-02
 1.696565747E-01 9.142364860E-01 -3.456782922E-02
 1.696847677E-01 9.142364860E-01 -3.456943482E-02
 1.721345335E-01 9.142364860E-01 -3.470936418E-02
 1.721628904E-01 9.142364860E-01 -3.471098468E-02
 1.746266484E-01 9.142364860E-01 -3.484950960E-02
 1.746551692E-01 9.142364860E-01 -3.485111147E-02
 1.771338880E-01 9.142364860E-01 -3.498840705E-02
 1.771625876E-01 9.142364860E-01 -3.498999774E-02
 1.796544492E-01 9.142364860E-01 -3.512360156E-02
 1.796832979E-01 9.142364860E-01 -3.512514755E-02
 1.821902841E-01 9.142364860E-01 -3.525486961E-02
 1.822193116E-01 9.142364860E-01 -3.525637090E-02
 1.847394854E-01 9.142364860E-01 -3.538205475E-02
 1.847686619E-01 9.142364860E-01 -3.538351133E-02
 1.873039007E-01 9.142364860E-01 -3.550628945E-02
 1.873332411E-01 9.142364860E-01 -3.550771251E-02
 1.898817122E-01 9.142364860E-01 -3.562546894E-02
 1.899112165E-01 9.142364860E-01 -3.562683240E-02
 1.924727708E-01 9.142364860E-01 -3.574154153E-02
 1.925024241E-01 9.142364860E-01 -3.574286774E-02
 1.950781494E-01 9.142364860E-01 -3.585361317E-02
 1.951079667E-01 9.142364860E-01 -3.585489467E-02
 1.976967752E-01 9.142364860E-01 -3.596258909E-02
 1.977267414E-01 9.142364860E-01 -3.596383706E-02
 2.003297061E-01 9.142364860E-01 -3.606756777E-02
 2.003598362E-01 9.142364860E-01 -3.606876731E-02
 2.029759586E-01 9.142364860E-01 -3.616846353E-02
 2.030062377E-01 9.142364860E-01 -3.616961837E-02
 2.056355327E-01 9.142364860E-01 -3.626528010E-02
 2.056659758E-01 9.142364860E-01 -3.626638651E-02
 2.083073854E-01 9.142364860E-01 -3.635893017E-02
 2.083379626E-01 9.142364860E-01 -3.636000305E-02
 2.109934986E-01 9.142364860E-01 -3.644858301E-02
 2.110242397E-01 9.142364860E-01 -3.644960746E-02
 2.136919945E-01 9.142364860E-01 -3.653408587E-02
 2.137228698E-01 9.142364860E-01 -3.653506190E-02
 2.164036781E-01 9.142364860E-01 -3.661648929E-02
 2.164347172E-01 9.142364860E-01 -3.661743179E-02
 2.191287130E-01 9.142364860E-01 -3.669482842E-02
 2.191599011E-01 9.142364860E-01 -3.669572249E-02
 2.218659967E-01 9.142364860E-01 -3.676999733E-02
 2.218973190E-01 9.142364860E-01 -3.677085787E-02
 2.246156037E-01 9.142364860E-01 -3.684103116E-02
 2.246470749E-01 9.142364860E-01 -3.684184328E-02
 2.273785174E-01 9.142364860E-01 -3.690798208E-02
 2.274101377E-01 9.142364860E-01 -3.690874949E-02
 2.301526964E-01 9.142364860E-01 -3.697169945E-02
